"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"Random_Depths",1,50000,0.772309394529888,0.194127672471061,0.804611312024004,0.790605555866597,0.172495614094903,-0.773721599912878,1.22393225139743,1.99765385131031,-1.11535466063715,2.17655717064774,0.000868165343918215
"Damage",2,50000,21.0486903033064,2.56752090321324,21.2552541322189,21.1705054440947,2.423906640008,-1.52356854293165,29.9490475184513,31.4726160613829,-0.581273481582919,1.02554582716022,0.0114823025464729
